id,name,reference,term,platform,segment,variable,value,absolute,weight,timestamp
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,US,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,GB,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,AU,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,CA,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,DE,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,FR,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,IN,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,JP,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,IT,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,ES,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,MX,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,BR,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,NL,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,AR,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,SE,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,DK,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,NO,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,PL,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,TR,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.breshawebb.com/,url,Weighted-Total,Traffic,Last 12 months - Percentile,,,2025-03-12 08:53:57
