id,name,reference,term,platform,segment,variable,value,absolute,weight,timestamp
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,Global,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,US,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,GB,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,AU,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,CA,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,DE,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,FR,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,IN,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,JP,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,IT,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,ES,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,MX,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,BR,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,NL,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,AR,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,SE,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,DK,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,NO,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,PL,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,TR,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
61ed3210-a0aa-417c-b635-ed1be1c09a52,Bresha Webb,breshawebb,https://www.youtube.com/channel/UCU7roBODwIILOH9D-BhOJwg,youtube,Weighted-Total,Followers,Last 12 months - Percentile,,,2025-03-12 08:53:57
